state_name,X_STATE,IYEAR,n_obs,n_disabled,pct_disabled,n_lackAccess,pct_lackAccess,n_hlthNeed,pct_hlthNeed,n_unmetNeed,pct_unmetNeed,n_DisUnmetNeed,pct_DisUnmetNeed,Population,Poverty Rate,Unemployment rate,Personal income,State Minimum Wage,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Food Stamp/SNAP Recipients,SSI recipients,Medicaid beneficiaries,WIC participation,SBP Total Participation,Fraction of the Year ACA Expansion
IL,17,2020,3660,2239748.214300374,0.2426222823904004,2786933.0427120095,0.2926098935024843,5005534.841292494,0.9907479515534667,1305155.615236629,0.2621923590844373,473645.4811675667,0.25293275945622135,12799088,8,9.3,788153300,10,18.47353,11.21604,5.01274,1869977,259848,2761797,164318,314965,1
IL,17,2021,3376,2988675.7197888303,0.29950844870504695,2727358.647594318,0.27339930324176676,5497596.537787173,0.9859741175398097,1317435.2555247545,0.24905079969252136,547489.1044867411,0.22766734727802573,12700641,10.7,6.1,849243100,11,16.87023,9.48974,3.32251,1930355,251720,3082821,153634,55863,1
IL,17,2022,3857,2163093.9352775766,0.2452314324365372,2459174.4332988304,0.27119240076206536,5433229.078681961,0.9909905215706795,1235409.7399109618,0.23332231385241564,498315.88693863765,0.2779740852826872,12621821,9.5,4.6,858844400,12,24.02629,12.36465,4.08079,1981714,245117,3315552,155525,446625,1
IL,17,2023,4789,2417707.858072484,0.2727466214870312,2270433.877888994,0.2518838779086246,5219039.154032697,0.9882883989521863,1305630.7035295144,0.25554674726483745,583931.5871267413,0.2975485835707979,12642259,9.8,4.5,907225700,13,24.58719,14.73447,5.3498,2031385,240653,3447694,164786,406125,1
IL,17,2024,12241,2863847.3991529867,0.2748392029394302,2953284.625695617,0.2754291086573756,6372933.055962178,0.9797145431823396,1594096.2814976375,0.2544652428332026,739462.1748346175,0.30493600815996075,12710158,11.7,5,947182800,14,23.93555,13.02418,3.91246,1935645,242385,3015080,168807,434932,1
NA,17,2025,511,94356.86407770877,0.2913007376406145,81533.98511410528,0.23589372400386768,237560.8864784652,0.9971343293766306,56447.46418727345,0.2417118144833106,28532.5213352784,0.3460703750143733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IN,18,2017,13814,1298953.5748595165,0.2665543147766318,1552098.3378590094,0.3069794288291082,3003669.529055437,0.9882348230569268,820356.8907869746,0.275428791294192,363917.74481775874,0.3104440054570295,6658078,11.4,3.6,301238300,7.25,20.05535,12.68376,2.98927,671986,128475,1331060,143975,283075,1
IN,18,2018,7561,1384090.306960657,0.2823902328079972,1584383.7270452143,0.3138893773492672,2916602.315778886,0.9845512552115571,829708.1719458469,0.28773654317073005,371582.3365722129,0.3055655935957131,6695497,11.6,3.5,316836500,7.25,21.7545,16.52996,3.46321,617032,127356,1310854,143730,283659,1
IN,18,2019,8903,1438968.3216217968,0.2911015397429985,1734475.2891843214,0.3386985695978989,3000433.7705985056,0.9868677264418654,896634.6011027612,0.30274159378328586,425871.3165590352,0.34717307421533244,6732219,10.1,3.3,327712500,7.25,16.41609,11.17818,4.68807,530384,127699,1307223,138611,284391,1
IN,18,2020,8449,1370184.8250170655,0.2822579367423355,1609956.5474173725,0.315688739086427,2934422.913121593,0.9847946522874946,816089.7859279411,0.28135895373587866,329418.60089093173,0.2817621948445901,6790497,12.1,7.3,351576300,7.25,15.28518,9.7449,4.37681,601417,127230,1475181,145528,227579,1
IN,18,2021,9523,1401242.998990413,0.29660677571951716,1162701.2022814061,0.24417039767422427,3055006.472166254,0.9888300756519975,631090.7405787625,0.21871959852863002,285605.4828641459,0.2495580894300759,6815907,10.4,3.9,391059000,7.25,13.35329,9.28745,4.29981,645754,124002,1768707,153310,106197,1
IN,18,2022,10206,1400893.1515288614,0.3056591014525195,1222923.5218293208,0.2545015031073814,3167533.8305202355,0.9868376112782923,658925.6931727761,0.22193508889042615,289301.07570519747,0.2507710267540937,6844545,10.4,3.1,401573600,7.25,25.79879,14.2644,7.48096,617630,121768,1972032,151510,348448,1
IN,18,2023,11656,1630818.7264440963,0.3144964007661583,1271777.8917937113,0.23749973810510389,3563812.424093856,0.987627090217727,751609.6890667117,0.2227100807331496,359162.27218061633,0.2644410795588675,6880131,8.3,3.4,422345300,7.25,23.34387,14.7627,3.76743,598747,119965,2050762,145779,309591,1
IN,18,2024,12922,1595845.8690025809,0.32354409719231464,1200073.7659944424,0.23563941838834349,3348641.4360080655,0.9900576149919802,699188.9979266158,0.21744279020199195,328013.8588270116,0.2430082387500859,6924275,8.6,4.2,443688800,7.25,24.4613,14.36092,5.96804,610689,120961,1833150,151760,319203,1
NA,18,2025,215,27992.104068149754,0.36911930484773314,28036.84763359091,0.3223768738980952,55058.33597648062,1,16138.01593749935,0.30133848736482766,5558.362521174137,0.25401751215913615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IA,19,2017,7675,573333.5497625007,0.244985285465462,613720.4260464609,0.2561024152841908,1305115.8013073811,0.9851854620579059,301063.1604023539,0.2328288834400648,119710.72933715371,0.25208549637378985,3141550,9.1,3.1,149732300,7.25,17.76619,9.29734,3.13381,365893,51151,592855,61996,103258,1
IA,19,2018,9131,534444.2360961101,0.22713089916039125,605963.1879139618,0.25187105862670983,1268824.9914241193,0.9850296821137617,278151.0456861676,0.22179426024311866,109962.18756303545,0.2461630125075795,3148618,8.9,2.6,157980900,7.25,11.12097,6.63104,1.75464,345406,51105,602532,60249,102433,1
IA,19,2019,9767,567692.9395578577,0.24250895690257887,620881.6890036012,0.2580210249224845,1316324.3681470358,0.9844816486235185,298663.5221228676,0.2298629042807015,118883.82075976497,0.2501608790721314,3155070,9.5,2.7,163638600,7.25,13.93785,9.03207,4.33441,295682,51653,604790,58064,104152,1
IA,19,2020,9700,536907.4463370622,0.23084939235754914,626521.0907732713,0.25870976751229807,1291258.5603497422,0.9898638366761562,291476.09770234633,0.2278005920840618,111214.44287677405,0.2466066406850356,3191141,9.2,5.2,168097800,7.25,11.29282,6.76532,1.9138,310564,51581,631614,59115,77799,1
IA,19,2021,9542,562682.8810026469,0.24160568149585865,482562.18034593866,0.2077658994719637,1345122.0027982902,0.9870753762333636,231745.5384649143,0.1793896075447791,98080.1279759009,0.21450636395758166,3198613,9.7,3.9,186318900,7.25,16.65574,8.22764,1.7783,286050,50157,712396,58807,22325,1
IA,19,2022,8863,642986.4287397582,0.2744480130455303,600453.8644926408,0.2544591850367932,1415159.7594616017,0.9861435980961715,291748.75458558043,0.213557038159274,124424.27417857041,0.24098165569680716,3202820,9.4,2.8,196040100,7.25,23.18321,14.42094,5.48003,278827,49411,763574,55987,147052,1
IA,19,2023,9043,684723.0920318415,0.2784765940162173,606845.6296797975,0.24717734611248257,1477112.9123490227,0.9852410795273578,306299.56203808077,0.21504075882916368,131524.6110722688,0.2318598742763862,3218414,8,2.9,201755900,7.25,17.16404,8.84698,3.18456,262613,48890,769742,57366,120825,1
IA,19,2024,8734,647931.6640217802,0.2686711110985426,631363.04854892,0.25940732114549697,1460910.8895620194,0.989572152080619,319191.0705737553,0.22520111770439571,150638.0738322611,0.27480899288254057,3241488,7.9,3,211425400,7.25,17.76138,9.30571,3.30573,259323,49050,603298,61683,123801,1
NA,19,2025,22,1172.197689923013,0.16951782135829901,1685.44480199446,0.2419916184485416,4375.2618759054585,1,405.850997519879,0.0927603898991505,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KS,20,2017,19529,492783.2785544691,0.2632366109604769,675995.1761624137,0.34332052806489927,1066325.1131584418,0.981524035666122,345941.1313047734,0.32689392726935296,151024.0894385465,0.3614576092750559,2908718,14.7,3.6,142185700,7.25,21.00214,11.95273,4.94828,233778,48238,378916,54135,120177,0
KS,20,2018,12971,589363.0747057623,0.25709865238948,791689.510541621,0.33261211236637656,1308855.6209695896,0.9810553535802294,409645.2470197526,0.31454827906572913,181767.8720769507,0.3567751873521968,2911359,7.5,3.3,149239000,7.25,20.24154,12.79302,4.46796,217420,47705,363414,50681,118837,0
