X,state_abbr,X_STATE,IYEAR,n_obs,n_disabled,pct_disabled,n_lackAccess,pct_lackAccess,n_hlthNeed,pct_hlthNeed,n_unmetNeed,pct_unmetNeed,n_DisUnmetNeed,pct_DisUnmetNeed,Population,Poverty_Rate,Unemployment_rate,Personal_income,State_Minimum_Wage,Marginally_Food_Insecure,Food_Insecure,Very_Low_Food_Secure,Food_Stamp_Recipients,SSI_recipients,Medicaid_beneficiaries,WIC_participation,SBP_Total_Participation,Medicaid_expansion,state_name
36,CA,6,2020,4480,6063676.37402677,0.231940397204994,8574588.53349941,0.312451051646384,13804100.9189042,0.971106840004217,3730521.24546446,0.273041112245691,1507924.30919268,0.30170062967775,39521958,11.1,10.1,2770488800,12,19.6331,11.54946,3.39195,4312002,1193885,12496095,880923,1619587,1,california
37,CA,6,2021,7081,8274716.71497612,0.261952030797387,8698637.05496726,0.26225403889173,18015091.3360021,0.982079913426963,4136965.21129492,0.233720668723775,1515528.54946818,0.227214369391104,39142565,11.9,7.3,3019215700,13,19.62693,10.80284,3.94693,4327062,1147421,13603756,947788,1257508,1,california
38,CA,6,2022,9086,6414464.07330718,0.280922681158417,6962100.35282787,0.289685271088218,13625995.5444949,0.979533564482526,3550819.74569847,0.271782306950452,1606370.13370286,0.310466040129921,39142414,11.2,4.3,3021645500,14,22.61089,12.20633,4.41921,4627744,1133190,14525611,936127,1569046,1,california
39,CA,6,2023,11786,8245318.64927335,0.277779518318541,8253055.86303861,0.269101242613249,17848307.1385032,0.981434011368079,4421698.98638485,0.257274902239994,1956267.97414988,0.292154080085724,39198693,11.9,4.7,3182779300,15.5,24.98495,14.24395,3.79858,5217211,1114946,15351682,964415,1763882,1,california
40,CA,6,2024,10447,9523682.63695028,0.290977951958562,9696179.90256549,0.288080587210545,20076778.6473281,0.984350703366228,4904761.9110226,0.254353847165307,2295537.41524315,0.301072585480362,39431263,10.4,5.3,3400237300,16,22.8518,13.67817,4.02767,5379575,1114706,14478012,995558,1899310,1,california
41,CO,8,2017,8630,748249.473117622,0.214632868577425,1375240.09118048,0.362849187947672,2005442.82523368,0.978306333084652,670993.893884313,0.338671140922505,226759.940503164,0.366480502100359,5611885,7.7,2.8,312045500,9.3,14.51944,8.98303,2.4488,459247,73309,1365940,84582,183179,1,colorado
42,CO,8,2018,9674,873461.120703905,0.197308935931212,1731846.61068559,0.36282771735021,2408410.06038947,0.983869060486077,769941.934531529,0.322974874253265,249849.396474384,0.348315069891506,5691287,9.1,3.2,335195800,10.2,15.79381,9.47128,4.33543,449824,72990,1296301,85258,179740,1,colorado
43,CO,8,2019,9204,838748.54499018,0.205003396600969,1589832.62771995,0.361369678339385,2287339.21955953,0.983051653833636,746478.912167478,0.328326602366775,262093.860708167,0.360680605378847,5758736,9.3,2.8,352184700,12,19.70698,12.14921,3.49883,415289,72724,1234143,81906,168695,1,colorado
44,CO,8,2020,10349,882430.29169931,0.200299221518758,1696998.24729196,0.363323530282484,2383406.29220213,0.984882012609066,734709.932971559,0.310937335457437,249542.695969323,0.343912912675987,5787129,9.5,6.8,374449300,12.02,17.74322,9.62462,3.14908,483097,71952,1282749,79719,113964,1,colorado
45,CO,8,2021,10482,1010425.33435726,0.23487050587717,1249735.70817765,0.281866523584871,2505442.43948798,0.983833326943605,602989.245500443,0.249786559066205,242651.331368275,0.295885839111087,5814036,7.9,5.5,418190200,12.32,16.51306,10.19796,3.34996,513945,69898,1494930,78695,23107,1,colorado
46,CO,8,2022,9383,1055187.7093633,0.243942004568575,1252372.25749025,0.281258094453227,2627774.91250616,0.985151836904603,651864.838178889,0.258028724599429,272012.689596276,0.314870637318274,5850935,8.1,3.1,448676800,12.56,13.3215,5.38763,2.23232,540303,68021,1625572,78129,196592,1,colorado
47,CO,8,2023,8914,1188640.09537652,0.26554927548169,1324901.97120247,0.292766437629454,2689273.53876496,0.989796108233398,701822.111171118,0.272135182455764,303772.184389386,0.31558920663489,5901339,8.5,3.3,473104600,13.65,19.39656,12.82982,3.51176,564020,66772,1679466,84967,145769,1,colorado
