X,state_abbr,X_STATE,IYEAR,n_obs,n_disabled,pct_disabled,n_lackAccess,pct_lackAccess,n_hlthNeed,pct_hlthNeed,n_unmetNeed,pct_unmetNeed,n_DisUnmetNeed,pct_DisUnmetNeed,Population,Poverty_Rate,Unemployment_rate,Personal_income,State_Minimum_Wage,Marginally_Food_Insecure,Food_Insecure,Very_Low_Food_Secure,Food_Stamp_Recipients,SSI_recipients,Medicaid_beneficiaries,WIC_participation,SBP_Total_Participation,Medicaid_expansion,state_name
48,CO,8,2024,10972,1246570.4882019,0.274826612978177,1386835.4265504,0.299104522701748,2797954.02983991,0.988211019910788,763933.098283312,0.282032475565194,355270.785681503,0.344956128596166,5957493,7.6,4.3,494798600,14.42,23.7472,14.30309,5.40003,584470,67555,1142953,93158,193705,1,colorado
49,CT,9,2017,10554,600770.523647133,0.225321388127507,716925.018074894,0.256812064222278,1489779.5681013,0.979165670195141,345925.267382265,0.234693512544506,134071.583832374,0.261384888532022,3573297,10.9,4.7,256348800,10.1,23.21252,13.34074,2.52708,410344,65801,889083,47830,108240,1,connecticut
50,CT,9,2018,10436,614646.002587038,0.232329259307818,685213.710652998,0.249425098961095,1447197.59020723,0.97580654975132,326399.501154343,0.227378576433353,142328.063528414,0.277566634076933,3571520,10.2,4.1,267346200,10.1,18.38655,13.17122,4.21614,387329,66432,927265,47297,107818,1,connecticut
51,CT,9,2019,9339,625011.021444733,0.229016932550053,730010.226315413,0.255062544079237,1516961.47588484,0.975168976982059,351401.645461597,0.233964563872061,149362.8898592,0.28436826672035,3565287,8.3,3.7,275556800,11,22.61681,11.76711,5.87369,340447,66766,952040,45770,114393,1,connecticut
52,CT,9,2020,9085,603873.599634424,0.222177828255165,716910.919170214,0.252484752719569,1524407.52318601,0.980806294904204,316786.550618556,0.209759285139973,116268.780805428,0.238892477531242,3579918,11.2,8,275029800,12,19.25021,9.50437,2.84934,372305,66886,984812,43777,93099,1,connecticut
53,CT,9,2021,7881,643244.139152251,0.253455900262423,503321.961436925,0.196825718525381,1516736.70118635,0.980916027685782,253697.055713155,0.177933015052839,108019.901910602,0.218107833916378,3606607,8,6.5,296291500,13,18.18414,6.88151,1.54638,371632,65924,1096741,43889,55173,1,connecticut
54,CT,9,2022,9392,676941.499531395,0.267192582577852,563764.75421014,0.211019281242151,1631875.96484365,0.982518283179334,316426.837168363,0.204492080225078,136356.387681903,0.25021705754613,3617925,10.2,4.1,309011400,14,25.68198,11.77721,4.70979,375361,65416,1124588,46765,152814,1,connecticut
55,CT,9,2023,6288,458161.080846254,0.247723768229871,358897.028012139,0.194315797987813,1140414.31530965,0.983350473769867,188278.470185677,0.173805043697619,73110.7945826088,0.20386727505565,3643023,8.3,3.2,328729900,15,24.98544,11.07081,5.88262,392515,65337,1167454,47847,142943,1,connecticut
56,CT,9,2024,10040,846516.745206082,0.256213265357038,729178.091101989,0.216341981130248,2045867.14419254,0.988512505184281,384001.000538591,0.198160227313393,155233.611457692,0.225585307300656,3675069,9.1,3.2,349377100,15.69,20.03981,11.91111,5.8119,391204,65910,1085951,50639,154539,1,connecticut
57,DE,10,2017,4139,230741.814887369,0.315860673619942,233361.137139756,0.310175882081798,427194.486383196,0.989632589337617,122598.332355222,0.289302991656357,62192.9237365407,0.326995444122555,956823,9.2,4.5,48604300,8.25,19.32208,12.31019,4.05618,146805,16911,206792,17162,52746,1,delaware
58,DE,10,2018,5232,210343.375194427,0.285256385188268,227416.808144768,0.298105490051705,423549.371928903,0.98270270643462,110829.375089117,0.264269981449075,43796.0952498497,0.251052040139298,965479,7.4,3.8,51103100,8.25,15.71137,9.3829,3.32702,140298,17026,209755,16797,52919,1,delaware
59,DE,10,2019,3894,198164.929505794,0.271063328065473,220951.515887801,0.288091729726282,459528.193013278,0.981870699759607,123759.718622264,0.272363457037405,53870.7125729463,0.308066391222278,973764,6.5,3.8,53055300,9.25,19.69533,11.34367,4.39012,119787,17074,177665,16429,54009,1,delaware
60,DE,10,2020,4028,186711.130297137,0.256062679373809,207191.862003099,0.266450694667804,444785.987671982,0.986249417533538,105629.307657351,0.238498355242819,46152.9554972462,0.292849153495022,991928,10.5,7.5,55069800,9.25,20.59848,12.25056,5.93526,120416,17162,224059,16535,37014,1,delaware
61,DE,10,2021,3635,200567.526646116,0.272563418223154,174206.327564408,0.227631661031373,451440.052213391,0.990199428329427,84570.5013111558,0.194193730580481,36606.6416473048,0.214865603426834,1005062,11.7,5.4,60175900,9.25,22.45591,17.54505,4.15323,115484,16311,252888,17199,5833,1,delaware
62,DE,10,2022,3984,206005.221745571,0.271430432849915,167585.13365847,0.214780948959714,485356.39559333,0.987636657196495,91650.1301520802,0.194282105062075,39282.3730877944,0.230121090804386,1020625,9.3,4.2,65386900,10.5,22.82948,11.42066,4.07892,118842,16114,278397,17758,54931,1,delaware
63,DE,10,2023,4289,228654.961473178,0.292968138759901,162074.306722698,0.202599506968446,514864.6180651,0.990319866612434,94799.6722280409,0.189031806106094,41991.5554440838,0.217320713774921,1036423,7.8,3.8,66943800,11.75,18.99626,11.87985,3.74264,121174,16015,300155,19845,51438,1,delaware
64,DE,10,2024,4358,229525.336953862,0.296170729446861,180568.67695834,0.219813375589939,542852.139748109,0.987176232295362,106494.755808881,0.199401457513815,44597.0577476304,0.221994735334764,1051917,8.3,3.7,71594200,13.25,20.79251,12.75642,4.18717,118186,16443,237013,22515,53792,1,delaware
65,DC,11,2017,3571,112081.551191125,0.223538950625751,164188.063146044,0.322254131386026,227834.670615208,0.96585990364079,68100.1075620184,0.300778081742996,27965.2193230725,0.318324470449304,694906,13.6,6.1,55051100,11.5,20.47309,11.56649,4.56052,123289,26617,258414,13580,35031,1,district of columbia
66,DC,11,2018,2965,76024.2293552576,0.193877710715106,129898.714007054,0.320464214098364,196060.419748463,0.961181328988571,52460.4277833654,0.27001995945321,17731.3608286478,0.280784046297569,701547,14.7,5.7,56995800,13.25,17.72278,11.56301,3.93508,112282,25816,259746,12466,37501,1,district of columbia
67,DC,11,2019,3239,125737.696406653,0.238987890173656,171341.619318607,0.311265484099984,287775.728697313,0.972455045725998,83566.7059369174,0.293516139202707,33363.8619497779,0.318920511400183,705749,12.5,5.5,58864000,14,13.2408,6.77022,1.86821,101230,25566,258517,11844,35373,1,district of columbia
68,DC,11,2020,4337,157159.210149612,0.209854332866124,236749.06619946501,0.299708853630155,399917.418400848,0.979529811930233,105921.034343344,0.267452010855522,35880.6793486781,0.279825807577816,670917,16.8,8,60880000,15,17.60443,13.81245,4.49119,116406,24957,262069,13401,26003,1,district of columbia
69,DC,11,2021,3386,122264.425480616,0.224374592134853,119497.1973561,0.210803966566378,312506.722994524,0.985143409146281,61246.3139944093,0.204422853188545,22827.4249027285,0.238468767669984,669256,14,6.8,65682900,15.2,18.04876,7.81167,2.20068,140115,24227,268065,13990,6445,1,district of columbia
70,DC,11,2022,3167,100354.459561362,0.202700745548421,113390.310581396,0.224055572629638,276742.576856807,0.984561347635496,56404.4808501973,0.213667416135203,18955.6846632758,0.236980898028306,676725,13.4,4.7,68247000,16.1,20.09744,14.47975,5.12044,145805,23525,284270,11640,57125,1,district of columbia
71,DC,11,2023,3238,123605.959958782,0.227250283889262,130745.395233204,0.238903525352075,296646.531249004,0.9886889146971,70298.9237463911,0.246071101077182,32140.4480008521,0.330898052264446,687324,12.7,4.8,73296200,17,15.93367,6.8634,3.44884,138570,22939,338137,11184,37788,1,district of columbia
72,DC,11,2024,3246,119484.965961845,0.222068151671046,110870.350676374,0.201391089370927,305581.124689105,0.978423835322233,63414.555290685,0.216713056022742,26349.3523533331,0.277018750687035,702250,11.1,5.2,78079500,17.5,17.6162,11.65124,4.90684,137452,23136,264593,12365,38720,1,district of columbia
73,FL,12,2017,22021,4929529.75742033,0.307782676570766,6658266.13472843,0.397107602754111,8959000.55548592,0.971359497403234,3187265.47628092,0.359070225510384,1534024.32722508,0.373727368394762,20963613,13.7,4.2,1016819000,8.1,23.60175,14.87963,3.50605,3186537,578733,4014312,468867,855037,0,florida
74,FL,12,2018,15169,4871530.06604483,0.301886529118256,6336501.43053945,0.378444111641599,9508287.94038942,0.982481836835707,3421190.38750254,0.361809931691399,1636235.72224309,0.390440774816925,21244317,13.7,3.6,1082702200,8.25,18.88025,11.31083,4.44548,3347518,576287,3852558,450624,866111,0,florida
75,FL,12,2019,16978,5024652.02587243,0.311892809323629,6794544.75438415,0.38999562820591,9827245.93897934,0.977713767077746,3383785.39585974,0.346837198756953,1466734.66442958,0.347882996996372,21477737,11.5,3.1,1125984000,8.56,16.81927,8.78637,3.77585,2649741,576687,3771711,429378,864424,0,florida
76,FL,12,2020,11780,4571245.04761841,0.27842310456983,6907732.91558675,0.396947780433931,9087093.96689538,0.978552469423265,3106966.72625449,0.343762907130547,1525495.96488955,0.406960134224274,21592035,13.3,8,1222053400,8.56,19.48763,11.42732,3.05198,3177286,575057,4109278,417966,629694,0,florida
77,FL,12,2021,111,75723.6454517673,0.291379145598536,72231.7677934801,0.266836757639645,158365.429205432,1,23447.6372097451,0.148060326849042,10851.1532041142,0.158752412981086,21831949,12.6,4.7,1367061900,10,17.3019,9.37389,2.71581,3356215,559653,4771515,403160,305407,0,florida
78,FL,12,2022,13007,4877666.87972357,0.314073548178256,5322473.29439696,0.325684544290523,9950244.32713852,0.981194561406433,2813835.60531411,0.297634171765541,1328575.89485368,0.333621392093356,22379312,13.5,3,1464251000,10,23.52583,13.34076,4.45489,2847086,547570,5267595,410739,801801,0,florida
79,FL,12,2023,13255,5361540.68149016,0.308527756651349,5374727.61448495,0.309221495239871,10587242.0572231,0.986175492476737,2817883.70899752,0.284961614942633,1402655.07096541,0.332110020535246,22904868,11.6,3,1604650300,12,22.72032,13.21553,5.01189,3089911,539255,5419363,422353,788014,0,florida
80,FL,12,2024,13393,5565848.53720339,0.312293062536918,5354416.77702289,0.297201842862039,11225242.7466191,0.982503041869053,2951838.72465185,0.277176352604052,1397330.96388201,0.306219291604727,23372215,11.5,3.4,1706305700,12,23.5102,14.4669,4.42054,2975789,541385,4343214,421115,836895,0,florida
81,GA,13,2017,6028,2100206.42827796,0.280598396943985,3258405.30068991,0.415894765633358,4125891.61292658,0.984625523319373,1626063.13101416,0.397363778257753,753663.921957883,0.429016268786684,10410330,13.3,4.7,467359400,5.15,20.64821,13.22763,3.30225,1625415,259666,1853348,237224,649924,0,georgia
82,GA,13,2018,9300,2176652.71082175,0.285227938442961,3374951.99630065,0.420421563888788,4350960.96073845,0.984434187085363,1728274.07716406,0.400299590629066,789462.767745697,0.431741712530263,10511131,14.8,3.9,493575900,5.15,17.46643,8.5638,2.83616,1556452,259357,1957737,217695,646452,0,georgia
83,GA,13,2019,7358,2139709.775674,0.284872205258459,3257681.96473402,0.402960630957665,4517485.05584069,0.985171242620518,1848392.4311951,0.411530314569344,797721.923541696,0.444802054485254,10617423,12.1,3.4,512137900,5.15,19.45899,11.51035,4.12029,1332675,259076,1962735,202914,649674,0,georgia
84,GA,13,2020,8715,1905103.70497276,0.256577284069031,3099700.09950419,0.388662777255226,4257823.32936393,0.981649351755281,1528665.02743967,0.361708589093533,597199.444068241,0.376478213961006,10732888,13.3,6.5,552699900,5.15,23.97876,14.21516,4.41058,1565935,258227,2076053,189901,579340,0,georgia
85,GA,13,2021,8472,2300134.14101146,0.297957972205869,2706856.0954761,0.333609164932466,4820535.60442724,0.989408315769449,1468834.13961881,0.318037380952538,691570.382748759,0.367637618309412,10792060,14,3.9,607184300,5.15,15.41597,8.06776,2.7631,1640617,252273,2329163,184582,554331,0,georgia
86,GA,13,2022,8875,2164017.39933237,0.294208147901652,2566220.82454697,0.333559749238122,4732290.49843239,0.986225316007845,1469176.84952652,0.328059503666091,692346.281548074,0.386794635996671,10931805,11.7,3.2,627439000,5.15,25.11765,17.34976,5.69208,1608203,249088,2503284,191689,1200834,0,georgia
87,GA,13,2023,8478,2403502.47140608,0.29386551636234,2682368.59087365,0.321943873664668,5038678.1529117,0.985883359811628,1576123.97270111,0.329972514418725,762664.859409512,0.396556558195636,11064432,12.9,3.3,663930900,5.15,26.16541,17.36541,6.66377,1538110,245978,2613085,204649,619315,0,georgia
88,GA,13,2024,7295,2400969.86550194,0.297789335164497,2560342.33869162,0.311082989460268,5126842.63121399,0.984362320913617,1542431.91051447,0.317642827400841,696896.690315443,0.361396517336268,11180878,12.7,3.5,704463900,5.15,24.94444,14.17693,5.3466,1413940,243013,2240243,231480,650181,0,georgia
89,HI,15,2017,7640,228572.969401704,0.216737851827933,267251.820453948,0.241836966790461,552434.781310561,0.966723819566158,118463.617880819,0.215134273926496,46099.8573628633,0.249814196219793,1424393,10.3,2.4,76109600,9.25,18.82132,9.49333,3.05748,169045,23922,331277,26856,34760,1,hawaii
90,HI,15,2018,7905,245093.155797714,0.228821794650823,256084.759519436,0.229909983681384,567849.639122219,0.964342203011491,119511.08376098,0.211576836869492,47410.7394753895,0.2459119027519,1420593,9.2,2.5,78436100,10.1,16.21609,8.83182,3.40588,163618,23157,324002,26115,32405,1,hawaii
91,HI,15,2019,7296,246798.255133193,0.242358662677486,260792.977882558,0.247929382040186,548164.533967656,0.98036791304302,122928.478410826,0.225100803977677,50282.196463137,0.255090491285957,1415872,8.4,2.7,80726500,10.1,16.23876,10.6035,3.45936,144922,22673,301359,25562,32517,1,hawaii
92,HI,15,2020,8247,232888.370352256,0.204722521660065,256337.074815339,0.218215995357853,580678.735085791,0.963250529251761,108468.230097385,0.188242758607133,39714.2300374368,0.22029911323953,1451252,10.9,11.6,82758500,10.1,19.06092,10.5273,2.5555,165418,22393,322872,25584,24716,1,hawaii
93,HI,15,2021,7224,228765.759273545,0.224348025260126,153575.924152466,0.147265016397585,513285.897624646,0.976560385765024,65383.6480324819,0.129534799165328,25606.0577480289,0.147364926742938,1447029,10.9,6,88650400,10.1,16.77962,8.89874,2.69659,195834,21867,422375,25907,25052,1,hawaii
94,HI,15,2022,7840,264867.921501708,0.240465964425374,187244.426841182,0.165009697720273,613285.195557839,0.970932572215156,90562.410594743,0.150632810631781,38966.1780922379,0.187402318073813,1440359,8.8,3.3,91007900,12,21.83647,11.12459,2.66296,169014,21456,451907,25855,27941,1,hawaii
95,HI,15,2023,7785,295570.137628261,0.267541413774718,217734.038511298,0.193218625208668,631787.723066485,0.982192865878622,104662.841591661,0.168875984556061,49788.7790904353,0.208565455937997,1441387,8.2,2.9,96961400,12,24.61415,10.48896,5.49165,151144,21009,463301,26116,27403,1,hawaii
96,HI,15,2024,6800,303884.90630042,0.274170880669818,213689.497362861,0.18831033456162,635097.246265363,0.977285502625553,108948.661279008,0.174245049650253,49717.9398874646,0.204271971894304,1446146,8.6,3,102703800,14,24.60074,13.45634,5.50914,161609,20863,452038,25096,30229,1,hawaii
97,ID,16,2017,4889,298916.150846971,0.241788619840607,471519.610650484,0.371925943606635,683613.161187032,0.982132428962505,216530.281763188,0.318702654082348,85285.4007309089,0.351301223906545,1717715,11.7,3.2,72605000,7.25,20.19791,12.0946,3.24694,171251,30862,319976,36526,78542,0,idaho
98,ID,16,2018,3615,326012.522112487,0.26388206151436,512009.505520737,0.401805825930214,704422.101076137,0.978549158983852,245392.097061958,0.350075059771824,91092.6319693301,0.331886867119998,1750536,11.5,2.9,77992600,7.25,17.25803,9.19989,2.82638,157858,30870,296090,33717,75064,0,idaho
99,ID,16,2019,5546,372652.7509652,0.28045283775657,537617.11647366,0.397939637838905,774688.950560228,0.984615140056085,285585.706404663,0.373272213945621,123271.250450223,0.394685546474736,1787065,7.1,2.9,82148400,7.25,16.84746,9.82066,3.99555,135922,31022,298258,31000,70359,0,idaho
100,ID,16,2020,5990,389270.474106692,0.292749409795821,502635.989561201,0.367811890336118,718628.764119825,0.986773011385999,230668.347268827,0.324859819183993,106796.301114747,0.340763903740874,1849415,9.1,5.5,91960100,7.25,19.81399,11.01253,3.52832,146497,30742,366300,30549,51741,1,idaho
101,ID,16,2021,6776,421581.736213854,0.306543590872907,362184.17441532,0.263725890892684,813559.065501027,0.985615841749588,180853.926949171,0.230664138810998,87929.8632187393,0.255518969190492,1904848,9.3,3.6,105916000,7.25,19.50607,10.90667,3.43003,132607,29425,415064,29922,35695,1,idaho
102,ID,16,2022,6280,451692.192125424,0.313690725079502,382689.221379383,0.268175746149043,866340.168690783,0.987806832639974,212105.30242523,0.252101063912062,104796.335832153,0.28438757278897703,1944299,8.2,2.9,110891100,7.25,24.09315,12.76221,4.90347,124078,28457,445207,29030,74328,1,idaho
103,ID,16,2023,6906,497145.101051428,0.339257256976309,412090.063901882,0.283807632753289,891066.959654315,0.990610948596581,220509.146789644,0.255610085006765,118127.514810805,0.289147228877764,1971122,9.1,3.2,116692400,7.25,20.89097,12.67163,3.268,124043,27763,407741,30607,53204,1,idaho
104,ID,16,2024,4322,465150.137603653,0.309860383031601,447281.265225986,0.298596529927199,879426.835592291,0.989129754624826,223619.827885255,0.261012816524803,110110.945982848,0.297216950427689,2001619,8.2,3.7,124746700,7.25,24.29996,14.37325,4.82128,130853,27821,354682,31350,51857,1,idaho
105,IL,17,2017,5313,2111850.4846239,0.232216114545294,2809484.57365547,0.298233428401633,5120289.67486914,0.981322988745407,1489087.56398146,0.29136306759084,592506.059782025,0.32006286539453,12778828,10.9,4.9,693273700,8.25,21.81771,12.40737,4.14607,1878519,270954,2868638,211367,424740,1,illinois
106,IL,17,2018,5303,2178649.28095912,0.227183182528969,2980597.53162225,0.302879722270813,5380454.60211877,0.98601194343881,1521025.01326011,0.283786829215213,625146.071499593,0.33595181024782,12723071,10.3,4.3,727064100,8.25,17.35693,8.90606,2.85073,1826011,267091,2827783,199360,439344,1,illinois
107,IL,17,2019,5523,2272452.00983266,0.23743872919056,3170549.1871063,0.321632613620003,5471656.41706921,0.983177303440496,1656095.16688059,0.303715359434239,672076.469444688,0.345712857079508,12671821,9.3,4,744640700,9.25,17.69426,9.77797,3.30254,1639396,264339,2566110,182341,442161,1,illinois
108,IL,17,2020,3660,2239748.21430037,0.2426222823904,2786933.04271201,0.292609893502484,5005534.84129249,0.990747951553467,1305155.61523663,0.262192359084437,473645.481167567,0.252932759456221,12799088,8,9.3,788153300,10,18.47353,11.21604,5.01274,1869977,259848,2761797,164318,314965,1,illinois
109,IL,17,2021,3376,2988675.71978883,0.299508448705047,2727358.64759432,0.273399303241767,5497596.53778717,0.98597411753981,1317435.25552475,0.249050799692521,547489.104486741,0.227667347278026,12700641,10.7,6.1,849243100,11,16.87023,9.48974,3.32251,1930355,251720,3082821,153634,55863,1,illinois
110,IL,17,2022,3857,2163093.93527758,0.245231432436537,2459174.43329883,0.271192400762065,5433229.07868196,0.99099052157068,1235409.73991096,0.233322313852416,498315.886938638,0.277974085282687,12621821,9.5,4.6,858844400,12,24.02629,12.36465,4.08079,1981714,245117,3315552,155525,446625,1,illinois
111,IL,17,2023,4789,2417707.85807248,0.272746621487031,2270433.87788899,0.251883877908625,5219039.1540327,0.988288398952186,1305630.70352951,0.255546747264837,583931.587126741,0.297548583570798,12642259,9.8,4.5,907225700,13,24.58719,14.73447,5.3498,2031385,240653,3447694,164786,406125,1,illinois
112,IL,17,2024,12241,2863847.39915299,0.27483920293943,2953284.62569562,0.275429108657376,6372933.05596218,0.97971454318234,1594096.28149764,0.254465242833203,739462.174834618,0.304936008159961,12710158,11.7,5,947182800,14,23.93555,13.02418,3.91246,1935645,242385,3015080,168807,434932,1,illinois
113,IN,18,2017,13814,1298953.57485952,0.266554314776632,1552098.33785901,0.306979428829108,3003669.52905544,0.988234823056927,820356.890786975,0.275428791294192,363917.744817759,0.31044400545703,6658078,11.4,3.6,301238300,7.25,20.05535,12.68376,2.98927,671986,128475,1331060,143975,283075,1,indiana
114,IN,18,2018,7561,1384090.30696066,0.282390232807997,1584383.72704521,0.313889377349267,2916602.31577889,0.984551255211557,829708.171945847,0.28773654317073,371582.336572213,0.305565593595713,6695497,11.6,3.5,316836500,7.25,21.7545,16.52996,3.46321,617032,127356,1310854,143730,283659,1,indiana
115,IN,18,2019,8903,1438968.3216218,0.291101539742999,1734475.28918432,0.338698569597899,3000433.77059851,0.986867726441865,896634.601102761,0.302741593783286,425871.316559035,0.347173074215332,6732219,10.1,3.3,327712500,7.25,16.41609,11.17818,4.68807,530384,127699,1307223,138611,284391,1,indiana
116,IN,18,2020,8449,1370184.82501707,0.282257936742336,1609956.54741737,0.315688739086427,2934422.91312159,0.984794652287495,816089.785927941,0.281358953735879,329418.600890932,0.28176219484459,6790497,12.1,7.3,351576300,7.25,15.28518,9.7449,4.37681,601417,127230,1475181,145528,227579,1,indiana
117,IN,18,2021,9523,1401242.99899041,0.296606775719517,1162701.20228141,0.244170397674224,3055006.47216625,0.988830075651998,631090.740578762,0.21871959852863,285605.482864146,0.249558089430076,6815907,10.4,3.9,391059000,7.25,13.35329,9.28745,4.29981,645754,124002,1768707,153310,106197,1,indiana
118,IN,18,2022,10206,1400893.15152886,0.30565910145252,1222923.52182932,0.254501503107381,3167533.83052024,0.986837611278292,658925.693172776,0.221935088890426,289301.075705197,0.250771026754094,6844545,10.4,3.1,401573600,7.25,25.79879,14.2644,7.48096,617630,121768,1972032,151510,348448,1,indiana
119,IN,18,2023,11656,1630818.7264441,0.314496400766158,1271777.89179371,0.237499738105104,3563812.42409386,0.987627090217727,751609.689066712,0.22271008073315,359162.272180616,0.264441079558867,6880131,8.3,3.4,422345300,7.25,23.34387,14.7627,3.76743,598747,119965,2050762,145779,309591,1,indiana
120,IN,18,2024,12922,1595845.86900258,0.32354409719231503,1200073.76599444,0.235639418388343,3348641.43600807,0.99005761499198,699188.997926616,0.217442790201992,328013.858827012,0.243008238750086,6924275,8.6,4.2,443688800,7.25,24.4613,14.36092,5.96804,610689,120961,1833150,151760,319203,1,indiana
121,IA,19,2017,7675,573333.549762501,0.244985285465462,613720.426046461,0.256102415284191,1305115.80130738,0.985185462057906,301063.160402354,0.232828883440065,119710.729337154,0.25208549637379,3141550,9.1,3.1,149732300,7.25,17.76619,9.29734,3.13381,365893,51151,592855,61996,103258,1,iowa
122,IA,19,2018,9131,534444.23609611,0.227130899160391,605963.187913962,0.25187105862671,1268824.99142412,0.985029682113762,278151.045686168,0.221794260243119,109962.187563035,0.24616301250758,3148618,8.9,2.6,157980900,7.25,11.12097,6.63104,1.75464,345406,51105,602532,60249,102433,1,iowa
123,IA,19,2019,9767,567692.939557858,0.242508956902579,620881.689003601,0.258021024922485,1316324.36814704,0.984481648623519,298663.522122868,0.229862904280701,118883.820759765,0.250160879072131,3155070,9.5,2.7,163638600,7.25,13.93785,9.03207,4.33441,295682,51653,604790,58064,104152,1,iowa
124,IA,19,2020,9700,536907.446337062,0.230849392357549,626521.090773271,0.258709767512298,1291258.56034974,0.989863836676156,291476.097702346,0.227800592084062,111214.442876774,0.246606640685036,3191141,9.2,5.2,168097800,7.25,11.29282,6.76532,1.9138,310564,51581,631614,59115,77799,1,iowa
125,IA,19,2021,9542,562682.881002647,0.241605681495859,482562.180345939,0.207765899471964,1345122.00279829,0.987075376233364,231745.538464914,0.179389607544779,98080.1279759009,0.214506363957582,3198613,9.7,3.9,186318900,7.25,16.65574,8.22764,1.7783,286050,50157,712396,58807,22325,1,iowa
126,IA,19,2022,8863,642986.428739758,0.27444801304553,600453.864492641,0.254459185036793,1415159.7594616,0.986143598096171,291748.75458558,0.213557038159274,124424.27417857,0.240981655696807,3202820,9.4,2.8,196040100,7.25,23.18321,14.42094,5.48003,278827,49411,763574,55987,147052,1,iowa
127,IA,19,2023,9043,684723.092031842,0.278476594016217,606845.629679797,0.247177346112483,1477112.91234902,0.985241079527358,306299.562038081,0.215040758829164,131524.611072269,0.231859874276386,3218414,8,2.9,201755900,7.25,17.16404,8.84698,3.18456,262613,48890,769742,57366,120825,1,iowa
128,IA,19,2024,8734,647931.66402178,0.268671111098543,631363.04854892,0.259407321145497,1460910.88956202,0.989572152080619,319191.070573755,0.225201117704396,150638.073832261,0.274808992882541,3241488,7.9,3,211425400,7.25,17.76138,9.30571,3.30573,259323,49050,603298,61683,123801,1,iowa
129,KS,20,2017,19529,492783.278554469,0.263236610960477,675995.176162414,0.343320528064899,1066325.11315844,0.981524035666122,345941.131304773,0.326893927269353,151024.089438547,0.361457609275056,2908718,14.7,3.6,142185700,7.25,21.00214,11.95273,4.94828,233778,48238,378916,54135,120177,0,kansas
130,KS,20,2018,12971,589363.074705762,0.25709865238948,791689.510541621,0.332612112366377,1308855.62096959,0.98105535358023,409645.247019753,0.314548279065729,181767.872076951,0.356775187352197,2911359,7.5,3.3,149239000,7.25,20.24154,12.79302,4.46796,217420,47705,363414,50681,118837,0,kansas
131,KS,20,2019,10155,518360.213207624,0.27729436203346,652082.985177421,0.331698959504782,1114434.22671156,0.983052697683638,355973.813299225,0.320890593919847,169488.529519052,0.378678510434285,2913314,9.5,3.2,155647600,7.25,25.24773,13.86726,3.53584,185329,47364,341484,48536,124469,0,kansas
132,KS,20,2020,11794,642567.834638562,0.271118623714518,794870.110931477,0.324495151437754,1344423.09910525,0.987973888982633,413342.358835288,0.309401805558272,184045.679069336,0.342490191085296,2938172,9.3,5.8,162277200,7.25,18.31627,9.82118,5.2187,200443,47245,369807,46807,98941,0,kansas
133,KS,20,2021,17137,583063.055679721,0.281858743642459,506859.25224555,0.24229940170301,1254830.89877764,0.984237620257966,286622.172920518,0.236207524173314,140574.827602953,0.28734191434853,2938338,7.1,3.4,173977000,7.25,16.46077,8.98536,1.46498,200344,46419,414994,44368,23922,0,kansas
134,KS,20,2022,11351,635994.251993889,0.296874871268166,553945.178308295,0.253862913879021,1311613.92412682,0.987964361444088,303984.814654409,0.240767366003584,156487.949389573,0.297778318901022,2937324,10.5,2.7,181747000,7.25,19.71084,10.4883,4.57896,195799,45594,451923,44209,160070,0,kansas
135,KS,20,2023,9670,641365.920755161,0.306868732748314,547572.262332448,0.258636397002558,1307296.40020903,0.98726733387194,331900.651252289,0.261600511492107,167131.011715019,0.311817661795714,2951500,8.8,2.9,187457300,7.25,21.43405,11.38363,3.56435,186985,44685,436501,46374,123360,0,kansas
136,KS,20,2024,9793,608321.691208292,0.308301528507762,539159.824130026,0.269085777227564,1221563.6717605,0.983610467562089,302714.074923446,0.254781045295997,156141.420577591,0.307159855575411,2970606,7.4,3.6,195633000,7.25,24.02081,14.7048,4.55899,187043,44507,389333,48221,127542,0,kansas
137,KY,21,2017,8381,1180895.39570769,0.364342928159141,967781.73640969,0.29152637988997,2053044.05087479,0.978909683664815,550857.273441766,0.270260588170731,304553.131845742,0.293246696596538,4452268,14.4,4.9,182116000,7.25,23.01223,13.27318,5.34975,654873,177903,1341670,107885,311921,0,kentucky
138,KY,21,2018,6865,972188.108203205,0.370520871562203,847322.962776167,0.315028008737951,1669922.82566672,0.986441670867127,494971.367167711,0.296941580759756,270881.020715456,0.313731849556475,4461153,15.7,4.3,188876800,7.25,25.63094,16.05723,5.2693,615305,174203,1328039,101743,317906,0,kentucky
139,KY,21,2019,8558,1369800.53294344,0.371723267022448,1051923.41629777,0.278975411007384,2444198.06710625,0.989494189888772,601618.601862177,0.248121036169136,324171.265021822,0.266242362211473,4467673,13.6,4.3,195548800,7.25,25.63775,15.1726,4.41089,502241,171506,1289799,94296,327565,0,kentucky
140,KY,21,2020,4229,1069604.18282545,0.355000479718662,937042.204021611,0.302966983177433,1972836.09083443,0.987600425565524,515528.498510154,0.263607192425748,250547.253735522,0.266561437053541,4508318,13.9,6.5,212278200,7.25,21.51719,13.51601,5.02655,555425,167814,1417316,98091,229088,0,kentucky
